OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,Discount,Country
166,2023-02-20,2,22,3,281.27,15.92,India
167,2024-02-09,186,7,3,144.39,20.11,India
168,2024-09-14,143,9,4,137.15,9.67,India
169,2022-06-19,62,18,1,1218.1,143.25,India
170,2022-01-27,187,7,3,144.39,22.96,India
171,2022-05-09,128,4,5,93.9,5.62,India
172,2022-07-24,13,17,1,1187.13,79.23,India
173,2022-09-14,78,11,4,186.02,12.24,India
174,2022-10-26,68,6,3,682.88,89.5,India
175,2022-10-11,91,7,4,144.39,7.68,India
176,2022-09-25,70,19,2,1293.17,203.59,India
177,2023-07-23,34,1,4,421.52,32.99,India
178,2022-06-30,105,11,4,186.02,24.04,India
179,2023-03-06,155,9,3,137.15,10.64,India
180,2022-02-02,173,23,3,1250.88,212.03,India
181,2022-05-22,54,4,5,93.9,12.77,India
182,2023-12-08,189,14,1,1106.6,174.27,India
183,2022-12-06,141,13,1,408.96,75.36,India
184,2024-11-30,109,13,3,408.96,59.44,India
185,2024-01-09,172,6,1,682.88,11.98,India
186,2023-08-14,53,16,4,840.53,74.41,India
187,2023-08-27,184,21,3,848.37,51.16,India
188,2023-09-14,18,3,2,892.57,133.36,India
189,2022-08-22,30,5,1,287.72,54.01,India
190,2023-09-24,183,6,4,682.88,116.79,India
191,2022-09-28,160,9,4,137.15,19.39,India
192,2023-11-04,45,6,1,682.88,8.23,India
193,2023-02-17,104,18,4,1218.1,208.42,India
194,2024-02-12,163,12,2,1060.53,48.05,India
195,2022-02-25,118,23,5,1250.88,153.41,India
196,2022-02-14,80,1,1,421.52,15.07,India
197,2022-12-02,40,21,5,848.37,29.68,India
198,2022-01-04,122,5,2,287.72,50.59,India
199,2022-07-13,144,25,4,1155.59,113.63,India
200,2023-09-01,187,11,3,186.02,35.37,India
201,2023-07-08,116,20,2,466.94,61.9,India
202,2022-11-12,163,18,1,1218.1,80.18,India
203,2022-07-03,22,24,2,362.1,53.76,India
204,2023-05-29,155,16,2,840.53,80.42,India
205,2024-01-31,70,4,3,93.9,0.58,India
206,2022-06-29,150,6,2,682.88,88.27,India
207,2023-02-02,110,6,5,682.88,62.99,India
208,2022-12-28,106,20,4,466.94,74.6,India
209,2024-04-23,89,2,3,881.56,43.65,India
210,2023-05-30,147,13,5,408.96,39.96,India
211,2024-07-28,142,12,2,1060.53,28.25,India
212,2023-08-03,42,19,1,1293.17,39.74,India
213,2024-06-03,37,12,5,1060.53,14.59,India
214,2023-06-17,116,21,4,848.37,25.4,India
215,2022-10-03,199,15,3,1364.09,205.22,India
216,2024-11-09,188,3,2,892.57,92.1,India
217,2022-02-10,4,6,1,682.88,38.63,India
218,2022-06-29,129,1,3,421.52,79.1,India
219,2024-07-28,21,3,1,892.57,40.07,India
220,2024-10-20,110,25,2,1155.59,111.69,India
221,2024-01-28,198,23,1,1250.88,164.77,India
222,2022-03-08,177,1,5,421.52,50.44,India
223,2023-04-20,192,18,3,1218.1,208.32,India
224,2023-10-14,196,18,1,1218.1,24.2,India
225,2022-10-15,90,25,1,1155.59,142.71,India
226,2023-09-12,76,4,4,93.9,2.71,India
227,2023-04-09,31,8,3,1373.73,186.71,India
228,2023-12-14,86,13,4,408.96,9.6,India
229,2022-09-22,19,23,4,1250.88,174.92,India
230,2024-08-12,140,18,1,1218.1,164.31,India
231,2023-06-12,79,8,4,1373.73,17.73,India
232,2022-02-03,118,7,4,144.39,2.38,India
233,2022-01-11,133,20,5,466.94,69.25,India
234,2023-06-27,75,4,3,93.9,17.04,India
235,2023-11-16,54,3,1,892.57,91.06,India
236,2023-10-19,101,20,1,466.94,75.82,India
237,2023-09-02,64,9,5,137.15,5.55,India
238,2024-12-15,99,18,3,1218.1,132.88,India
239,2023-03-01,130,9,2,137.15,17.24,India
240,2023-03-26,153,3,3,892.57,173.37,India
241,2024-01-10,145,11,5,186.02,35.39,India
242,2023-12-04,172,11,1,186.02,20.73,India
243,2022-06-03,119,5,2,287.72,3.55,India
244,2024-11-23,78,15,5,1364.09,161.52,India
245,2024-04-09,78,6,1,682.88,73.5,India
246,2023-09-23,75,23,1,1250.88,8.62,India
247,2022-12-26,50,14,4,1106.6,218.64,India
248,2024-05-05,6,24,3,362.1,0.87,India
249,2024-09-16,118,12,2,1060.53,182.76,India
250,2022-12-23,34,8,3,1373.73,12.02,India
251,2023-09-21,156,10,3,455.13,63.15,India
252,2022-02-22,8,1,3,421.52,32.78,India
253,2023-06-14,149,15,2,1364.09,266.76,India
254,2022-09-21,112,12,4,1060.53,211.76,India
255,2022-07-31,38,15,4,1364.09,115.09,India
256,2024-02-14,30,4,4,93.9,11.96,India
257,2023-01-21,180,3,5,892.57,24.13,India
258,2023-01-09,4,8,1,1373.73,25.43,India
259,2022-07-31,156,17,1,1187.13,0.41,India
260,2022-09-01,88,18,4,1218.1,133.02,India
261,2022-04-17,163,9,1,137.15,9.95,India
262,2023-07-23,65,12,5,1060.53,203.97,India
263,2022-08-04,91,13,2,408.96,59.81,India
264,2023-10-13,18,18,5,1218.1,219.01,India
265,2022-03-06,168,22,1,281.27,20.52,India
266,2022-05-09,165,17,5,1187.13,123.43,India
267,2023-08-26,41,11,3,186.02,27.78,India
268,2024-06-04,109,25,4,1155.59,185.28,India
269,2022-03-01,16,6,2,682.88,56.71,India
270,2024-11-12,190,15,4,1364.09,58.19,India
271,2024-02-29,125,6,2,682.88,54.46,India
272,2024-12-08,131,15,1,1364.09,113.75,India
273,2023-01-28,74,21,1,848.37,144.71,India
274,2024-11-15,143,13,5,408.96,36.25,India
275,2022-11-23,106,18,2,1218.1,153.04,India
276,2023-03-05,139,16,5,840.53,122.72,India
277,2024-01-25,20,17,4,1187.13,183.28,India
278,2023-06-11,6,12,5,1060.53,176.72,India
279,2022-01-16,10,9,1,137.15,7.12,India
280,2024-10-23,1,22,4,281.27,36.88,India
281,2023-09-16,27,5,5,287.72,37.63,India
282,2024-02-10,83,25,4,1155.59,188.31,India
283,2024-04-10,13,1,1,421.52,2.2,India
284,2023-04-15,118,24,4,362.1,53.2,India
285,2022-04-12,8,12,2,1060.53,177.23,India
286,2023-08-24,164,6,2,682.88,46.23,India
287,2024-11-14,190,14,5,1106.6,200.2,India
288,2022-06-28,190,18,4,1218.1,49.41,India
289,2023-06-12,122,13,5,408.96,2.41,India
290,2022-12-24,123,9,3,137.15,26.63,India
291,2023-04-28,118,19,4,1293.17,131.33,India
292,2023-12-10,97,24,5,362.1,23.16,India
293,2024-05-22,170,14,1,1106.6,42.63,India
294,2022-10-12,191,19,5,1293.17,20.36,India
295,2022-04-27,25,22,2,281.27,6.07,India
296,2022-12-04,166,15,3,1364.09,223.08,India
297,2022-06-06,149,14,1,1106.6,206.77,India
298,2022-02-12,162,21,3,848.37,139.0,India
299,2022-04-10,45,5,4,287.72,24.33,India
300,2022-10-20,5,19,3,1293.17,222.99,India
301,2023-09-05,129,3,3,892.57,32.26,India
302,2023-08-24,76,23,1,1250.88,66.35,India
303,2024-04-17,16,12,3,1060.53,44.46,India
304,2022-07-28,162,17,2,1187.13,135.07,India
305,2023-06-17,54,1,2,421.52,50.34,India
306,2024-08-27,102,16,3,840.53,118.41,India
307,2023-05-25,98,19,3,1293.17,124.72,India
308,2023-10-16,88,14,3,1106.6,202.06,India
309,2023-10-11,120,13,1,408.96,58.38,India
310,2024-02-07,199,10,3,455.13,23.59,India
311,2024-05-07,166,4,5,93.9,16.71,India
312,2024-10-27,101,17,1,1187.13,60.56,India
313,2024-07-09,76,24,3,362.1,19.64,India
314,2023-07-21,88,5,2,287.72,34.58,India
315,2022-07-17,52,22,3,281.27,13.31,India
316,2024-10-06,122,20,3,466.94,46.51,India
317,2023-12-29,115,24,4,362.1,42.32,India
318,2022-01-22,68,21,1,848.37,99.96,India
319,2023-05-25,102,2,5,881.56,19.43,India
320,2022-08-09,11,13,1,408.96,10.5,India
321,2024-02-05,69,10,4,455.13,83.76,India
322,2023-12-10,184,13,2,408.96,67.38,India
323,2022-05-25,60,14,4,1106.6,103.46,India
324,2024-12-12,170,4,3,93.9,17.26,India
325,2024-08-19,5,8,5,1373.73,105.28,India
326,2023-05-08,66,23,1,1250.88,236.15,India
327,2023-02-12,115,5,4,287.72,23.69,India
328,2024-06-20,153,3,1,892.57,77.21,India
329,2024-02-22,121,17,5,1187.13,12.26,India
330,2024-05-03,54,7,4,144.39,18.94,India
331,2022-07-30,180,18,3,1218.1,104.13,India
332,2023-12-23,198,1,5,421.52,53.25,India
333,2022-03-31,68,4,5,93.9,3.01,India
334,2022-11-14,56,10,1,455.13,66.64,India
335,2022-03-22,163,2,5,881.56,103.18,India
336,2024-06-18,4,23,3,1250.88,177.24,India
337,2024-02-21,183,20,4,466.94,32.87,India
338,2023-10-10,14,21,3,848.37,8.29,India
339,2023-07-31,10,6,3,682.88,22.74,India
340,2024-01-17,99,25,1,1155.59,81.73,India
341,2022-10-30,13,25,4,1155.59,3.09,India
342,2023-07-06,39,22,2,281.27,51.39,India
343,2022-10-14,31,20,5,466.94,41.53,India
344,2022-01-03,87,13,1,408.96,58.6,India
345,2023-01-25,83,19,4,1293.17,137.39,India
346,2024-07-31,103,12,1,1060.53,21.93,India
347,2024-04-24,65,17,5,1187.13,115.07,India
348,2022-07-28,150,24,3,362.1,67.85,India
349,2024-02-28,147,3,3,892.57,133.79,India
350,2024-07-31,10,6,2,682.88,22.85,India
351,2023-11-26,70,19,2,1293.17,144.77,India
352,2023-01-25,142,13,5,408.96,37.57,India
353,2022-07-02,121,6,1,682.88,116.91,India
354,2024-12-04,47,24,2,362.1,31.33,India
355,2024-07-22,126,17,3,1187.13,162.86,India
356,2024-12-19,88,3,4,892.57,172.5,India
357,2023-08-19,197,13,3,408.96,3.59,India
358,2022-01-08,52,3,4,892.57,13.26,India
359,2023-04-10,43,17,1,1187.13,134.61,India
360,2022-12-04,189,6,2,682.88,70.05,India
361,2023-05-24,111,10,2,455.13,70.91,India
362,2024-08-09,63,18,3,1218.1,179.17,India
363,2023-11-07,170,3,2,892.57,28.35,India
364,2024-10-25,88,9,4,137.15,16.33,India
365,2023-06-04,11,6,1,682.88,60.16,India
366,2023-08-12,197,1,5,421.52,65.08,India
367,2023-05-26,189,22,5,281.27,28.84,India
368,2024-02-13,124,25,1,1155.59,218.51,India
369,2022-09-14,169,10,2,455.13,53.64,India
370,2024-05-04,1,8,4,1373.73,23.84,India
371,2022-11-02,7,24,1,362.1,33.7,India
372,2024-11-03,134,23,3,1250.88,244.85,India
373,2024-03-23,108,6,4,682.88,10.63,India
374,2024-03-17,124,21,5,848.37,15.1,India
375,2023-12-05,120,22,2,281.27,25.89,India
376,2023-09-04,176,11,1,186.02,1.28,India
377,2024-05-19,113,6,5,682.88,75.19,India
378,2022-07-22,73,3,1,892.57,57.11,India
379,2022-04-08,87,23,5,1250.88,134.16,India
380,2023-07-05,175,5,1,287.72,13.57,India
381,2022-11-24,158,13,1,408.96,5.75,India
382,2023-06-25,183,23,1,1250.88,46.16,India
383,2022-10-25,66,14,5,1106.6,58.26,India
384,2023-01-01,159,8,3,1373.73,169.95,India
385,2022-03-23,3,21,3,848.37,1.46,India
386,2022-03-11,180,19,2,1293.17,130.37,India
387,2023-06-29,76,5,3,287.72,41.87,India
388,2022-01-23,183,17,3,1187.13,11.36,India
389,2024-03-02,73,18,2,1218.1,194.2,India
390,2022-02-07,26,2,1,881.56,97.26,India
391,2022-07-05,11,1,5,421.52,51.06,India
392,2024-03-13,109,2,1,881.56,51.71,India
393,2024-07-31,7,11,1,186.02,24.87,India
394,2022-05-30,58,6,5,682.88,96.22,India
395,2022-11-29,115,17,1,1187.13,47.74,India
396,2022-12-20,138,6,3,682.88,9.13,India
397,2022-02-16,113,8,1,1373.73,7.25,India
398,2022-09-01,178,8,2,1373.73,79.23,India
399,2024-05-09,123,7,5,144.39,12.44,India
400,2024-10-18,3,8,3,1373.73,165.93,India
401,2023-11-23,149,25,3,1155.59,176.1,India
402,2023-05-23,38,6,4,682.88,27.21,India
403,2024-03-04,164,21,2,848.37,161.28,India
404,2024-01-28,176,6,4,682.88,133.3,India
405,2022-01-16,192,12,4,1060.53,141.7,India
406,2022-07-30,104,23,5,1250.88,120.48,India
407,2024-02-10,79,7,3,144.39,25.78,India
408,2023-10-09,176,5,5,287.72,2.28,India
409,2024-01-27,107,18,1,1218.1,233.96,India
410,2023-09-24,81,11,4,186.02,28.84,India
411,2024-06-29,35,19,5,1293.17,249.42,India
412,2022-08-12,161,25,2,1155.59,107.13,India
413,2022-05-12,119,15,3,1364.09,89.63,India
414,2022-08-13,103,12,5,1060.53,153.95,India
415,2022-11-16,60,7,5,144.39,20.88,India
416,2024-09-17,136,12,2,1060.53,203.26,India
417,2023-07-06,109,19,1,1293.17,81.99,India
418,2022-04-26,117,23,5,1250.88,2.86,India
419,2023-05-13,147,16,1,840.53,99.16,India
420,2024-10-17,72,7,2,144.39,25.92,India
421,2024-01-14,138,6,1,682.88,127.09,India
422,2024-07-28,67,20,1,466.94,31.99,India
423,2024-02-27,166,10,2,455.13,67.84,India
424,2023-10-11,179,19,1,1293.17,123.79,India
425,2024-03-27,110,9,2,137.15,18.43,India
426,2022-11-28,137,24,5,362.1,3.57,India
427,2023-06-16,195,25,5,1155.59,227.94,India
428,2023-06-21,161,17,4,1187.13,198.63,India
429,2022-04-02,190,22,5,281.27,2.73,India
430,2023-01-22,86,7,5,144.39,13.04,India
431,2022-08-10,44,22,1,281.27,39.75,India
432,2024-01-18,105,7,2,144.39,3.65,India
433,2022-07-04,6,5,4,287.72,51.56,India
434,2024-07-20,178,1,3,421.52,18.83,India
435,2024-01-25,183,7,2,144.39,1.4,India
436,2024-03-31,104,11,2,186.02,26.82,India
437,2022-09-13,1,17,1,1187.13,186.58,India
438,2024-01-28,46,17,4,1187.13,24.83,India
439,2022-06-06,110,8,2,1373.73,111.39,India
440,2024-11-19,95,9,4,137.15,4.01,India
441,2023-09-14,126,25,3,1155.59,183.26,India
442,2022-02-08,13,7,3,144.39,2.1,India
443,2023-02-01,195,8,4,1373.73,49.94,India
444,2024-02-29,200,15,3,1364.09,222.53,India
445,2022-03-18,128,17,1,1187.13,200.6,India
446,2023-03-17,52,19,1,1293.17,211.39,India
447,2024-04-11,84,4,3,93.9,14.03,India
448,2023-04-04,77,11,3,186.02,29.02,India
449,2022-12-11,120,1,5,421.52,28.35,India
450,2023-04-15,188,1,5,421.52,19.93,India
451,2023-12-12,100,18,5,1218.1,180.11,India
452,2022-01-19,60,4,2,93.9,16.1,India
453,2022-09-29,99,15,4,1364.09,251.85,India
454,2023-11-19,75,17,5,1187.13,44.0,India
455,2022-07-16,157,17,3,1187.13,181.75,India
456,2024-09-26,15,20,5,466.94,69.25,India
457,2023-07-06,37,8,2,1373.73,127.66,India
458,2024-08-09,184,19,1,1293.17,234.95,India
459,2024-10-02,88,19,5,1293.17,221.0,India
460,2022-01-17,99,15,5,1364.09,206.64,India
461,2023-10-29,3,19,2,1293.17,250.13,India
462,2023-12-25,73,12,4,1060.53,0.36,India
463,2024-07-13,49,12,1,1060.53,125.93,India
464,2022-03-19,136,18,2,1218.1,197.99,India
465,2022-01-06,170,13,5,408.96,71.82,India
466,2023-07-03,137,1,3,421.52,63.8,India
467,2023-06-14,195,16,3,840.53,139.1,India
468,2023-11-21,140,24,4,362.1,64.69,India
469,2024-03-31,187,2,1,881.56,108.61,India
470,2024-05-07,184,3,1,892.57,156.99,India
471,2024-08-15,25,4,2,93.9,7.81,India
472,2024-08-19,158,2,5,881.56,72.66,India
473,2024-10-27,188,22,1,281.27,15.97,India
474,2024-09-15,80,6,2,682.88,111.2,India
475,2022-02-25,165,9,2,137.15,27.41,India
476,2024-06-26,20,6,2,682.88,33.2,India
477,2023-01-22,24,13,2,408.96,49.2,India
478,2022-08-03,113,16,4,840.53,18.29,India
479,2022-10-23,19,24,4,362.1,49.26,India
480,2022-06-30,58,22,4,281.27,33.17,India
481,2022-06-12,141,16,2,840.53,148.6,India
482,2024-11-16,97,7,4,144.39,5.35,India
483,2024-12-18,155,16,2,840.53,130.98,India
484,2022-04-13,80,11,4,186.02,15.22,India
485,2022-08-27,9,22,2,281.27,7.58,India
486,2023-02-23,99,7,1,144.39,24.13,India
487,2023-08-29,118,20,5,466.94,27.48,India
488,2024-08-01,28,3,1,892.57,142.66,India
489,2023-05-21,134,25,5,1155.59,171.78,India
490,2023-04-26,163,11,1,186.02,32.65,India
491,2022-12-18,131,14,1,1106.6,50.72,India
492,2024-03-19,10,24,4,362.1,23.66,India
493,2022-07-19,157,13,5,408.96,77.2,India
494,2024-05-27,167,20,5,466.94,1.02,India
495,2023-04-05,90,22,4,281.27,35.19,India
496,2022-11-30,34,3,1,892.57,166.86,India
497,2023-11-04,96,10,4,455.13,56.42,India
498,2023-08-15,183,19,2,1293.17,117.08,India
499,2024-10-19,24,25,4,1155.59,41.26,India
500,2024-09-19,58,25,4,1155.59,88.71,India
501,2024-10-22,95,7,4,144.39,4.44,India
502,2024-03-22,186,19,2,1293.17,107.54,India
503,2023-02-07,9,25,4,1155.59,180.27,India
504,2022-10-25,24,24,2,362.1,32.21,India
505,2023-10-17,19,4,5,93.9,10.03,India
506,2024-01-08,45,16,4,840.53,141.42,India
507,2022-03-31,127,25,3,1155.59,28.76,India
508,2024-04-27,135,3,2,892.57,149.56,India
509,2022-12-27,129,25,1,1155.59,87.75,India
510,2023-09-11,50,3,5,892.57,153.81,India
511,2022-10-19,122,25,2,1155.59,87.62,India
512,2024-02-11,111,12,5,1060.53,7.13,India
513,2022-06-12,54,9,4,137.15,0.42,India
514,2024-12-23,190,13,3,408.96,78.0,India
515,2023-06-25,4,11,5,186.02,11.83,India
516,2022-05-08,69,6,1,682.88,84.91,India
517,2023-05-18,170,13,5,408.96,15.33,India
518,2023-10-02,65,16,3,840.53,165.11,India
519,2024-01-29,181,25,2,1155.59,133.44,India
520,2024-04-23,84,24,5,362.1,58.11,India
521,2022-04-03,146,14,5,1106.6,157.34,India
522,2022-01-19,184,23,3,1250.88,67.33,India
523,2024-01-13,26,19,5,1293.17,30.6,India
524,2023-03-04,35,24,1,362.1,46.57,India
525,2022-03-02,141,4,1,93.9,5.55,India
526,2022-12-21,90,7,4,144.39,1.32,India
527,2022-01-20,4,14,2,1106.6,211.01,India
528,2022-06-28,45,16,5,840.53,3.73,India
529,2023-04-26,74,19,1,1293.17,215.46,India
530,2024-07-31,157,23,1,1250.88,139.67,India
531,2024-12-08,172,19,5,1293.17,187.48,India
532,2024-04-22,131,6,3,682.88,35.22,India
533,2023-09-18,56,17,2,1187.13,101.72,India
534,2024-10-07,149,21,2,848.37,154.05,India
535,2022-08-23,104,14,3,1106.6,195.07,India
536,2022-10-02,142,6,4,682.88,55.73,India
537,2022-12-12,128,11,4,186.02,18.93,India
538,2022-01-14,29,1,5,421.52,68.07,India
539,2023-01-22,126,19,2,1293.17,128.36,India
540,2022-06-22,18,25,2,1155.59,110.09,India
541,2024-04-11,123,23,4,1250.88,163.45,India
542,2022-12-14,73,17,1,1187.13,33.57,India
543,2024-09-20,47,12,5,1060.53,163.38,India
544,2024-12-01,80,25,4,1155.59,154.64,India
545,2023-02-18,128,22,3,281.27,52.25,India
546,2023-03-16,141,5,3,287.72,40.06,India
547,2023-06-26,30,20,4,466.94,63.69,India
548,2023-11-09,45,8,4,1373.73,12.95,India
